구,업종코드,업종이름,검색업종,23.12,24.01,24.02,24.03,24.04,24.05,24.06,24.07,24.08,24.09,24.10,24.11,24.12
농성2동,I21007,김밥/만두/분식,업종 음식 > 기타 간이 > 김밥/만두/분식,514,469,372,347,353,321,443,520,485,394,334,344,534
농성2동,I21001,빵/도넛,업종 음식 > 기타 간이 > 빵/도넛,304,308,330,288,292,313,353,413,327,222,233,259,299
농성2동,I21006,치킨,업종 음식 > 기타 간이 > 치킨,"1,092",889,"1,040",886,866,970,"1,022",965,944,934,777,"1,052","1,268"
농성2동,I21003,피자,업종 음식 > 기타 간이 > 피자,204,183,166,103,127,109,116,"1,521","1,645","1,127",785,712,616
농성2동,I20599,기타 동남아식 전문,업종 음식 > 동남아시아 > 기타 동남아식 전문,370,298,356,297,267,247,238,222,274,251,289,264,290
농성2동,I20501,베트남식 전문,업종 음식 > 동남아시아 > 베트남식 전문,370,298,356,297,267,247,238,222,274,251,289,264,290
농성2동,I21201,카페,업종 음식 > 비알코올 > 카페,304,308,330,288,292,313,353,413,327,222,233,259,299
농성2동,I20401,경양식,업종 음식 > 서양식 > 경양식,482,391,355,489,433,476,333,428,906,624,423,557,508
농성2동,I20402,파스타/스테이크,업종 음식 > 서양식 > 파스타/스테이크,482,391,355,489,433,476,333,428,906,624,423,557,508
농성2동,I20403,패밀리레스토랑,업종 음식 > 서양식 > 패밀리레스토랑,482,391,355,489,433,476,333,428,906,624,423,557,508
농성2동,I20399,기타 일식 음식점,업종 음식 > 일식 > 기타 일식 음식점,941,889,"1,167",791,756,845,820,"1,036","1,006","1,096",775,897,"1,203"
농성2동,I20302,일식 카레/돈가스/덮밥,업종 음식 > 일식 > 일식 카레/돈가스/덮밥,941,889,"1,167",791,756,845,820,"1,036","1,006","1,096",775,897,"1,203"
농성2동,I20301,일식 회/초밥,업종 음식 > 일식 > 일식 회/초밥,941,889,"1,167",791,756,845,820,"1,036","1,006","1,096",775,897,"1,203"
농성2동,I20202,마라탕/훠궈,업종 음식 > 중식 > 마라탕/훠궈,"1,269","1,372","1,699","1,468","1,554","1,346","1,227","1,269","1,054",848,"1,022","1,046","1,301"
농성2동,I20201,중국집,업종 음식 > 중식 > 중국집,"1,269","1,372","1,699","1,468","1,554","1,346","1,227","1,269","1,054",848,"1,022","1,046","1,301"
농성2동,I20109,곱창 전골/구이,업종 음식 > 한식 > 곱창 전골/구이,381,502,434,405,584,524,406,394,396,319,282,305,277
농성2동,I20102,국/탕/찌개류,업종 음식 > 한식 > 국/탕/찌개류,219,304,259,263,253,247,281,281,219,179,237,239,229
농성2동,I20105,국수/칼국수,업종 음식 > 한식 > 국수/칼국수,280,237,231,238,232,208,379,285,217,198,193,214,228
농성2동,I20110,닭/오리고기 구이/찜,업종 음식 > 한식 > 닭/오리고기 구이/찜,381,502,434,405,584,524,406,394,396,319,282,305,277
농성2동,I20107,돼지고기 구이/찜,업종 음식 > 한식 > 돼지고기 구이/찜,642,580,633,519,415,506,664,824,808,643,544,588,637
농성2동,I20101,백반/한정식,업종 음식 > 한식 > 백반/한정식,280,237,231,238,232,208,379,285,217,198,193,214,228
농성2동,I20108,소고기 구이/찜,업종 음식 > 한식 > 소고기 구이/찜,381,502,434,405,584,524,406,394,396,319,282,305,277
농성2동,I20104,전/부침개,업종 음식 > 한식 > 전/부침개,280,237,231,238,232,208,379,285,217,198,193,214,228
농성2동,I20112,해산물 구이/찜,업종 음식 > 한식 > 해산물 구이/찜,219,304,259,263,253,247,281,281,219,179,237,239,229
