구,업종코드,업종이름,검색업종,분석 영역,매출,23.12,24.01,24.02,24.03,24.04,24.05,24.06,24.07,24.08,24.09,24.10,24.11,24.12
금호2동,G21101,가구 소매업,업종 소매 > 가구 소매 > 가구 소매업,서구,매출,"3,878","3,779","4,130","4,046","3,880","3,470","3,501","3,177","3,241","3,256","3,107","3,063","3,018"
금호2동,G20803,가전제품 소매업,업종 소매 > 가전·통신 소매 > 가전제품 소매업,서구,매출,"1,282","1,219","1,664","1,241","1,354","1,413","1,485","1,607","1,378","1,355","1,573","1,379","1,054"
금호2동,G20801,컴퓨터/소프트웨어 소매업,업종 소매 > 가전·통신 소매 > 컴퓨터/소프트웨어 소매업,서구,매출,"1,339","1,349","1,455",923,"1,187","1,103","1,300","1,212","1,151","1,275","1,411","1,260","1,098"
금호2동,G20802,핸드폰 소매업,업종 소매 > 가전·통신 소매 > 핸드폰 소매업,서구,매출,307,310,330,282,221,317,378,368,393,355,340,239,324
금호2동,G22199,그 외 기타 상품 전문 소매업,업종 소매 > 기타 상품 소매 > 그 외 기타 상품 전문 소매업,서구,매출,"2,030","1,966","2,011","2,197","2,242","2,252","2,561","2,381","2,341","2,265","2,451","2,637","2,247"
금호2동,G21203,악기 소매업,업종 소매 > 기타 생활용품 소매 > 악기 소매업,서구,매출,"2,073","2,408","2,823","2,198","1,987","2,270","2,214","2,214","2,325","2,659","2,337","2,184","2,269"
금호2동,G21201,전기용품/조명장치 소매업,업종 소매 > 기타 생활용품 소매 > 전기용품/조명장치 소매업,서구,매출,832,694,731,725,904,904,"1,062",664,868,"1,208","1,027","1,146",976
금호2동,G21202,주방/가정용품 소매업,업종 소매 > 기타 생활용품 소매 > 주방/가정용품 소매업,서구,매출,"1,447","1,458","1,746","1,495","1,527","1,492","1,431","1,481","1,574","1,541","1,442","1,625","1,567"
금호2동,G20701,담배/전자담배 소매업,업종 소매 > 담배 소매 > 담배/전자담배 소매업,서구,매출,"5,213","5,107","5,442","5,411","5,495","5,542","5,068","5,312","5,209","6,480","6,346","6,378","6,656"
금호2동,G20301,모터사이클 및 부품 소매업,업종 소매 > 모터사이클 소매 > 모터사이클 및 부품 소매업,서구,매출,"1,207","1,322","6,377","1,183","3,516","1,811","10,216","8,529","2,093","1,814","2,041","1,452","1,356"
금호2동,G20908,가발 소매업,업종 소매 > 섬유·의복·신발 소매 > 가발 소매업,서구,매출,"1,160","1,174","1,768","1,851","2,064","1,615",783,"1,157","1,406","2,109","2,156","2,384","1,464"
금호2동,G20911,가방 소매업,업종 소매 > 섬유·의복·신발 소매 > 가방 소매업,서구,매출,837,748,834,779,614,601,908,714,599,417,592,567,783
금호2동,G20905,기타 의류 소매업,업종 소매 > 섬유·의복·신발 소매 > 기타 의류 소매업,서구,매출,"2,499","2,373","3,082","3,384","3,380","2,991","2,680","2,136","2,390","3,576","3,472","3,270","2,381"
금호2동,G20901,남성 의류 소매업,업종 소매 > 섬유·의복·신발 소매 > 남성 의류 소매업,서구,매출,"1,496","1,365","1,761","1,931","2,018","1,757","1,393","1,209","1,460","2,010","2,303","2,256","1,608"
금호2동,G20910,신발 소매업,업종 소매 > 섬유·의복·신발 소매 > 신발 소매업,서구,매출,"1,992","1,944","2,009","2,506","2,530","2,437","2,155","1,717","1,830","2,140","2,080","2,142","1,452"
금호2동,G20909,실/섬유제품 소매업,업종 소매 > 섬유·의복·신발 소매 > 실/섬유제품 소매업,서구,매출,549,643,571,521,809,639,681,480,501,507,397,477,419
금호2동,G20907,액세서리/잡화 소매업,업종 소매 > 섬유·의복·신발 소매 > 액세서리/잡화 소매업,서구,매출,791,675,727,781,761,795,796,761,780,816,756,884,767
금호2동,G20902,여성 의류 소매업,업종 소매 > 섬유·의복·신발 소매 > 여성 의류 소매업,분석영역,매출,"8,902","9,954","12,132","12,604","12,320","9,628","9,161","7,700","8,891","12,226","12,690","13,270","9,220"
금호2동,G20903,유아용 의류 소매업,업종 소매 > 섬유·의복·신발 소매 > 유아용 의류 소매업,서구,매출,226,391,402,456,483,380,346,301,355,493,443,413,417
금호2동,G20906,침구류/커튼 소매업,업종 소매 > 섬유·의복·신발 소매 > 침구류/커튼 소매업,금호2동,매출,360,84,208,69,239,257,70,269,614,361,121,364,386
금호2동,G20904,한복 소매업,업종 소매 > 섬유·의복·신발 소매 > 한복 소매업,서구,매출,623,651,479,749,606,660,599,503,550,503,481,467,441
금호2동,G21701,시계/귀금속 소매업,업종 소매 > 시계·귀금속 소매 > 시계/귀금속 소매업,분석영역,매출,541,529,771,870,598,716,626,807,555,573,"1,312",995,478
금호2동,G20502,가축 사료 소매업,업종 소매 > 식료품 소매 > 가축 사료 소매업,서구,매출,"1,818","1,801","1,917","1,808","1,705","1,986","1,185","1,102","1,472",875,"1,191","1,386","1,804"
금호2동,G20508,건강보조식품 소매업,업종 소매 > 식료품 소매 > 건강보조식품 소매업,금호2동,매출,"1,051",266,159,174,160,141,99,86,159,170,30,737,"1,680"
금호2동,G20504,건어물/젓갈 소매업,업종 소매 > 식료품 소매 > 건어물/젓갈 소매업,서구,매출,"1,716","1,754","1,567","1,505","1,544","1,466","1,424","1,603","1,786","1,627","2,046","2,003","1,910"
금호2동,G20501,곡물/곡분 소매업,업종 소매 > 식료품 소매 > 곡물/곡분 소매업,서구,매출,"1,585","2,880","1,707","2,087","2,360","1,810","1,262","1,506","1,157","1,247","1,809","1,418","1,790"
금호2동,G20509,반찬/식료품 소매업,업종 소매 > 식료품 소매 > 반찬/식료품 소매업,금호2동,매출,"1,082","1,150","1,113","1,130","1,111","1,089","1,110","1,589","1,365","1,344","1,206",571,923
금호2동,G20505,수산물 소매업,업종 소매 > 식료품 소매 > 수산물 소매업,서구,매출,"2,956","3,456","2,466","2,605","2,789","2,380","2,334","2,300","2,750","2,386","2,931","2,809","3,445"
금호2동,G20507,아이스크림 할인점,업종 소매 > 식료품 소매 > 아이스크림 할인점,서구,매출,778,715,673,916,928,965,"1,050","1,129",940,686,526,513,445
금호2동,G20503,정육점,업종 소매 > 식료품 소매 > 정육점,금호2동,매출,"6,754","7,002","6,010","6,272","6,603","6,520","6,168","6,061","6,259","6,183","6,556","6,264","6,675"
금호2동,G20506,채소/과일 소매업,업종 소매 > 식료품 소매 > 채소/과일 소매업,분석영역,매출,"8,344","8,155","7,833","8,498","9,326","8,495","8,067","8,616","8,534","7,864","7,611","8,094","9,354"
금호2동,G21901,꽃집,업종 소매 > 식물 소매 > 꽃집,서구,매출,351,297,356,346,417,358,320,279,289,340,371,381,385
금호2동,G21601,사무기기 소매업,업종 소매 > 안경·정밀기기 소매 > 사무기기 소매업,서구,매출,23,"1,162",276,126,624,4,188,152,388,487,783,0,148
금호2동,G21603,사진기/기타 광학기기 소매업,업종 소매 > 안경·정밀기기 소매 > 사진기/기타 광학기기 소매업,서구,매출,"1,926",930,"1,246","1,457","1,789",874,"1,550","1,664",886,900,"2,367","1,702",971
금호2동,G21602,안경렌즈 소매업,업종 소매 > 안경·정밀기기 소매 > 안경렌즈 소매업,분석영역,매출,"3,072","3,121","3,517","3,343","3,324","3,418","3,393","3,369","2,959","3,143","2,920","3,000","3,063"
금호2동,G22001,애완동물/애완용품 소매업,업종 소매 > 애완동물·용품 소매 > 애완동물/애완용품 소매업,서구,매출,902,930,923,967,875,927,978,990,972,997,903,978,"1,013"
금호2동,G21402,가스 충전소,업종 소매 > 연료 소매 > 가스 충전소,서구,매출,"9,350","9,828","10,396","9,929","11,618","10,777","12,542","12,546","12,333","10,798","11,423","12,631","12,464"
금호2동,G21403,가정용 연료 소매업,업종 소매 > 연료 소매 > 가정용 연료 소매업,서구,매출,"3,313","2,614","2,713","1,669","1,333","1,579","1,731","2,120","2,045","2,409","2,572","3,734","3,724"
금호2동,G21401,주유소,업종 소매 > 연료 소매 > 주유소,서구,매출,"51,849","51,586","53,403","52,681","53,223","50,027","53,698","52,552","51,823","47,838","48,170","50,187","50,329"
금호2동,G21302,문구/회화용품 소매업,업종 소매 > 오락용품 소매 > 문구/회화용품 소매업,분석영역,매출,"1,660","1,737","2,114","1,668","1,537","1,456","1,418","1,339","1,265","1,488","1,910","1,800","1,306"
금호2동,G21301,서점,업종 소매 > 오락용품 소매 > 서점,서구,매출,"2,999","2,263","2,949","2,195","1,942","1,655","2,245","2,105","1,866","1,947","1,914","2,570","2,448"
금호2동,G21304,운동용품 소매업,업종 소매 > 오락용품 소매 > 운동용품 소매업,서구,매출,"3,917","4,422","5,348","4,433","4,720","4,644","4,260","4,234","4,655","4,960","4,621","3,963","3,732"
금호2동,G21305,자전거 소매업,업종 소매 > 오락용품 소매 > 자전거 소매업,서구,매출,782,"1,035","1,295","1,486","1,552","1,444","1,061",854,"1,108","1,379",990,731,361
금호2동,G21306,장난감 소매업,업종 소매 > 오락용품 소매 > 장난감 소매업,서구,매출,"1,497","1,501","1,843","2,011","2,164","1,863","1,695","1,748","2,430","2,343","1,838","1,682","1,453"
금호2동,G20603,생수/음료 소매업,업종 소매 > 음료 소매 > 생수/음료 소매업,서구,매출,180,155,260,281,119,335,332,138,159,112,109,157,138
금호2동,G20601,얼음 소매업,업종 소매 > 음료 소매 > 얼음 소매업,서구,매출,0,150,3,5,138,120,0,108,877,111,78,78,10
금호2동,G20602,주류 소매업,업종 소매 > 음료 소매 > 주류 소매업,서구,매출,"63,495","60,339","28,718","65,340","37,310","26,761","36,107","37,654","61,561","32,074","71,365","61,648","74,814"
금호2동,G21501,약국,업종 소매 > 의약·화장품 소매 > 약국,분석영역,매출,"7,942","7,186","7,874","7,371","7,756","7,219","7,667","7,989","7,342","7,815","7,400","8,250","6,039"
금호2동,G21502,의료기기 소매업,업종 소매 > 의약·화장품 소매 > 의료기기 소매업,분석영역,매출,"1,082","1,221","1,059",996,"1,114",821,"1,354","1,315",893,"1,050","1,167","1,471","1,652"
금호2동,G21503,화장품 소매업,업종 소매 > 의약·화장품 소매 > 화장품 소매업,분석영역,매출,638,631,700,702,796,675,596,703,0,0,0,0,0
금호2동,G20202,자동차 부품 소매업,업종 소매 > 자동차 부품 소매 > 자동차 부품 소매업,서구,매출,832,537,671,692,736,851,741,839,718,759,923,699,988
금호2동,G20201,타이어 소매업,업종 소매 > 자동차 부품 소매 > 타이어 소매업,서구,매출,"2,923","3,190","3,688","3,876","2,881","2,243","3,879","4,162","3,080","4,802","5,011","5,152","5,730"
금호2동,G21802,기념품점,업종 소매 > 장식품 소매 > 기념품점,서구,매출,484,470,428,531,479,457,546,448,523,543,481,648,603
금호2동,G21801,예술품 소매업,업종 소매 > 장식품 소매 > 예술품 소매업,서구,매출,305,301,419,342,360,316,503,484,476,512,519,491,444
금호2동,G20499,그 외 기타 종합 소매업,업종 소매 > 종합 소매 > 그 외 기타 종합 소매업,서구,매출,"2,821","2,531","2,588","2,474","2,685","2,757","2,937","2,380","2,263","2,483","2,441","2,309","2,097"
금호2동,G20404,슈퍼마켓,업종 소매 > 종합 소매 > 슈퍼마켓,금호2동,매출,"25,506","24,784","24,466","24,574","24,574","24,442","23,504","23,058","21,790","22,442","21,921","22,822","24,559"
금호2동,G20405,편의점,업종 소매 > 종합 소매 > 편의점,금호2동,매출,"5,743","5,451","5,656","5,937","6,463","6,208","7,111","6,975","6,941","6,781","6,451","6,409","6,358"
금호2동,G22201,중고 상품 소매업,업종 소매 > 중고 상품 소매 > 중고 상품 소매업,서구,매출,708,462,749,726,891,836,848,742,737,677,929,645,704
금호2동,G21003,건설/건축자재 소매업,업종 소매 > 철물·건설자재 소매 > 건설/건축자재 소매업,서구,매출,221,579,"1,007","1,724","1,328",573,954,"2,468",934,"1,694","2,039",625,687
금호2동,G21099,기타 건설/건축자재 소매업,업종 소매 > 철물·건설자재 소매 > 기타 건설/건축자재 소매업,서구,매출,87,213,"1,676",390,214,"2,181",98,"1,085",314,750,545,754,510
금호2동,G21002,벽지/장판/마루 소매업,업종 소매 > 철물·건설자재 소매 > 벽지/장판/마루 소매업,서구,매출,"2,103","2,253","1,889","1,414","1,746","1,069",290,428,425,449,317,291,342
금호2동,G21001,철물/공구 소매업,업종 소매 > 철물·건설자재 소매 > 철물/공구 소매업,분석영역,매출,"1,114",921,975,707,820,685,904,731,527,"1,063",807,818,754
금호2동,I20701,구내식당,업종 음식 > 구내식당·뷔페 > 구내식당,서구,매출,"3,386","2,996","3,435","3,499","3,396","3,295","3,538","3,369","3,664","3,771","3,772","3,674","3,112"
금호2동,I20702,뷔페,업종 음식 > 구내식당·뷔페 > 뷔페,서구,매출,"14,405","15,059","15,672","11,953","15,972","12,347","13,386","14,126","11,657","9,274","11,324","13,196","13,665"
금호2동,I21099,그 외 기타 간이 음식점,업종 음식 > 기타 간이 > 그 외 기타 간이 음식점,분석영역,매출,895,911,872,732,704,742,611,649,629,614,651,619,581
금호2동,I21007,김밥/만두/분식,업종 음식 > 기타 간이 > 김밥/만두/분식,분석영역,매출,"1,823","1,714","1,700","1,620","1,608","1,570","1,520","1,498","1,524","1,539","1,507","1,462","1,398"
금호2동,I21002,떡/한과,업종 음식 > 기타 간이 > 떡/한과,분석영역,매출,"1,866","2,241","1,771","1,769","1,734","1,481","1,455","1,414","2,164","1,688","1,911","2,003","2,560"
금호2동,I21004,버거,업종 음식 > 기타 간이 > 버거,서구,매출,"2,015","2,023","1,918","1,992","1,959","1,886","1,907","2,011","1,907","1,916","1,897","1,869","1,871"
금호2동,I21001,빵/도넛,업종 음식 > 기타 간이 > 빵/도넛,금호2동,매출,"2,024","2,208","2,258","2,466","2,670","3,047","2,885","2,964","2,926","2,861","2,545","2,675","2,784"
금호2동,I21008,아이스크림/빙수,업종 음식 > 기타 간이 > 아이스크림/빙수,서구,매출,"1,663","1,613","1,573","1,553","1,582","1,572","1,627","1,642","1,670","1,515","1,374","1,480","1,501"
금호2동,I21006,치킨,업종 음식 > 기타 간이 > 치킨,금호2동,매출,"1,193","1,216","1,098","1,083","1,070","1,039","1,012","1,043","1,064","1,110","1,093","1,115","1,127"
금호2동,I21005,토스트/샌드위치/샐러드,업종 음식 > 기타 간이 > 토스트/샌드위치/샐러드,분석영역,매출,929,941,926,980,904,906,895,863,911,881,902,789,790
금호2동,I21003,피자,업종 음식 > 기타 간이 > 피자,분석영역,매출,903,972,"1,008",922,900,880,904,823,776,903,922,810,792
금호2동,I20599,기타 동남아식 전문,업종 음식 > 동남아시아 > 기타 동남아식 전문,서구,매출,"3,820","3,821","2,926","2,896","2,133","2,426","2,450","2,757","2,595","2,457","2,654","2,555","2,502"
금호2동,I20501,베트남식 전문,업종 음식 > 동남아시아 > 베트남식 전문,서구,매출,"3,145","2,735","2,514","2,471","2,457","2,374","2,203","2,208","2,328","2,296","2,268","2,409","2,436"
금호2동,I21201,카페,업종 음식 > 비알코올 > 카페,금호2동,매출,"1,062","1,100","1,075","1,078","1,089","1,082","1,052","1,101","1,155","1,159","1,132","1,137","1,185"
금호2동,I20401,경양식,업종 음식 > 서양식 > 경양식,서구,매출,"3,818","3,494","3,373","3,533","3,592","3,425","3,716","3,667","3,851","3,762","3,184","4,028","3,519"
금호2동,I20499,기타 서양식 음식점,업종 음식 > 서양식 > 기타 서양식 음식점,서구,매출,302,287,245,220,227,192,284,252,238,214,190,479,460
금호2동,I20402,파스타/스테이크,업종 음식 > 서양식 > 파스타/스테이크,서구,매출,442,387,390,473,315,381,352,444,414,472,446,454,435
금호2동,I20403,패밀리레스토랑,업종 음식 > 서양식 > 패밀리레스토랑,서구,매출,"23,302","22,857","19,335","16,751","18,981","16,183","19,761","21,270","19,799","18,670","16,965","25,178","24,859"
금호2동,I20399,기타 일식 음식점,업종 음식 > 일식 > 기타 일식 음식점,서구,매출,588,653,847,872,901,875,784,763,760,765,725,759,784
금호2동,I20303,일식 면 요리,업종 음식 > 일식 > 일식 면 요리,서구,매출,"1,907","1,785","1,863","1,832","1,811","1,769","1,765","1,911","1,763","1,763","1,786","1,978","1,932"
금호2동,I20302,일식 카레/돈가스/덮밥,업종 음식 > 일식 > 일식 카레/돈가스/덮밥,서구,매출,"1,913","1,899","1,856","1,880","1,819","1,793","1,864","2,018","2,060","2,099","1,991","1,920","2,259"
금호2동,I20301,일식 회/초밥,업종 음식 > 일식 > 일식 회/초밥,서구,매출,"2,977","2,903","3,059","3,088","3,139","3,148","3,193","3,323","3,191","3,291","3,194","3,303","3,321"
금호2동,I21102,무도 유흥 주점,업종 음식 > 주점 > 무도 유흥 주점,서구,매출,"14,632","12,973","13,026","12,796","13,217","12,985","10,643","10,532","11,336","9,537","7,970","10,076","9,141"
금호2동,I21103,생맥주 전문,업종 음식 > 주점 > 생맥주 전문,분석영역,매출,983,960,965,980,968,939,964,978,"1,000",923,868,950,969
금호2동,I21104,요리 주점,업종 음식 > 주점 > 요리 주점,분석영역,매출,"1,089",990,"1,098","1,112","1,201","1,208","1,179","1,059","1,100","1,155","1,208","1,214","1,055"
금호2동,I21101,일반 유흥 주점,업종 음식 > 주점 > 일반 유흥 주점,서구,매출,"2,184","2,118","2,285","2,221","2,294","2,153","2,191","2,071","2,128","2,310","2,559","2,552","2,335"
